Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,collection_date,period,granularity
2024-08-20 00:00:00-04:00,421.70001220703125,425.8599853515625,421.6400146484375,424.79998779296875,424.79998779296875,16387600,0.0,0.0,2024-09-20,1mo,1d
2024-08-21 00:00:00-04:00,424.0799865722656,426.3999938964844,421.7200012207031,424.1400146484375,424.1400146484375,16067300,0.0,0.0,2024-09-20,1mo,1d
2024-08-22 00:00:00-04:00,424.3599853515625,426.7900085449219,414.6099853515625,415.54998779296875,415.54998779296875,19361900,0.0,0.0,2024-09-20,1mo,1d
2024-08-23 00:00:00-04:00,416.9800109863281,419.260009765625,412.0899963378906,416.7900085449219,416.7900085449219,18493800,0.0,0.0,2024-09-20,1mo,1d
2024-08-26 00:00:00-04:00,416.3699951171875,417.2799987792969,411.3399963378906,413.489990234375,413.489990234375,13152800,0.0,0.0,2024-09-20,1mo,1d
2024-08-27 00:00:00-04:00,412.8599853515625,414.3599853515625,410.25,413.8399963378906,413.8399963378906,13492900,0.0,0.0,2024-09-20,1mo,1d
2024-08-28 00:00:00-04:00,414.8800048828125,415.0,407.30999755859375,410.6000061035156,410.6000061035156,14882700,0.0,0.0,2024-09-20,1mo,1d
2024-08-29 00:00:00-04:00,414.94000244140625,422.04998779296875,410.6000061035156,413.1199951171875,413.1199951171875,17045200,0.0,0.0,2024-09-20,1mo,1d
2024-08-30 00:00:00-04:00,415.6000061035156,417.489990234375,412.1300048828125,417.1400146484375,417.1400146484375,24308300,0.0,0.0,2024-09-20,1mo,1d
2024-09-03 00:00:00-04:00,417.9100036621094,419.8800048828125,407.0299987792969,409.44000244140625,409.44000244140625,20313600,0.0,0.0,2024-09-20,1mo,1d
2024-09-04 00:00:00-04:00,405.9100036621094,411.239990234375,404.3699951171875,408.8999938964844,408.8999938964844,15135800,0.0,0.0,2024-09-20,1mo,1d
2024-09-05 00:00:00-04:00,407.6199951171875,413.1000061035156,406.1300048828125,408.3900146484375,408.3900146484375,14195500,0.0,0.0,2024-09-20,1mo,1d
2024-09-06 00:00:00-04:00,409.05999755859375,410.6499938964844,400.79998779296875,401.70001220703125,401.70001220703125,19609500,0.0,0.0,2024-09-20,1mo,1d
2024-09-09 00:00:00-04:00,407.239990234375,408.6499938964844,402.1499938964844,405.7200012207031,405.7200012207031,15295100,0.0,0.0,2024-09-20,1mo,1d
2024-09-10 00:00:00-04:00,408.20001220703125,416.3299865722656,407.70001220703125,414.20001220703125,414.20001220703125,19594300,0.0,0.0,2024-09-20,1mo,1d
2024-09-11 00:00:00-04:00,415.5,423.989990234375,409.5799865722656,423.0400085449219,423.0400085449219,19266900,0.0,0.0,2024-09-20,1mo,1d
2024-09-12 00:00:00-04:00,423.30999755859375,427.3699951171875,419.75,427.0,427.0,17418800,0.0,0.0,2024-09-20,1mo,1d
2024-09-13 00:00:00-04:00,425.8299865722656,431.8299865722656,425.4599914550781,430.5899963378906,430.5899963378906,15874600,0.0,0.0,2024-09-20,1mo,1d
2024-09-16 00:00:00-04:00,430.6000061035156,433.5299987792969,428.2200012207031,431.3399963378906,431.3399963378906,13834700,0.0,0.0,2024-09-20,1mo,1d
2024-09-17 00:00:00-04:00,440.2300109863281,441.8500061035156,432.2699890136719,435.1499938964844,435.1499938964844,18874200,0.0,0.0,2024-09-20,1mo,1d
2024-09-18 00:00:00-04:00,435.0,436.0299987792969,430.4100036621094,430.80999755859375,430.80999755859375,18898000,0.0,0.0,2024-09-20,1mo,1d
2024-09-19 00:00:00-04:00,441.2300109863281,441.5,436.8999938964844,438.69000244140625,438.69000244140625,21674300,0.0,0.0,2024-09-20,1mo,1d
2024-09-20 00:00:00-04:00,437.2200012207031,439.2099914550781,434.2200012207031,436.8299865722656,436.8299865722656,11751026,0.0,0.0,2024-09-20,1mo,1d
