Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,collection_date,period,granularity
2024-09-10 00:00:00-04:00,88.33000183105469,88.88999938964844,87.9800033569336,88.4000015258789,88.4000015258789,6858300,0.0,0.0,2024-10-09,1mo,1d
2024-09-11 00:00:00-04:00,88.05000305175781,88.43000030517578,86.58999633789062,88.31999969482422,88.31999969482422,10779000,0.0,0.0,2024-10-09,1mo,1d
2024-09-12 00:00:00-04:00,88.22000122070312,89.33000183105469,88.18000030517578,89.30000305175781,89.30000305175781,7181700,0.0,0.0,2024-10-09,1mo,1d
2024-09-13 00:00:00-04:00,89.44999694824219,90.72000122070312,89.38999938964844,90.55000305175781,90.55000305175781,7084200,0.0,0.0,2024-10-09,1mo,1d
2024-09-16 00:00:00-04:00,91.0999984741211,92.37000274658203,90.94999694824219,91.8499984741211,91.8499984741211,9028600,0.0,0.0,2024-10-09,1mo,1d
2024-09-17 00:00:00-04:00,92.37000274658203,93.25,92.16999816894531,92.86000061035156,92.86000061035156,8193100,0.0,0.0,2024-10-09,1mo,1d
2024-09-18 00:00:00-04:00,93.5199966430664,94.06999969482422,92.69000244140625,93.58000183105469,93.58000183105469,10289800,0.0,0.0,2024-10-09,1mo,1d
2024-09-19 00:00:00-04:00,94.81999969482422,95.29000091552734,93.31999969482422,93.44999694824219,93.44999694824219,10912400,0.0,0.0,2024-10-09,1mo,1d
2024-09-20 00:00:00-04:00,93.19999694824219,94.01000213623047,92.81999969482422,93.75,93.75,19251500,0.0,0.0,2024-10-09,1mo,1d
2024-09-23 00:00:00-04:00,93.69999694824219,93.69999694824219,92.16000366210938,92.97000122070312,92.97000122070312,7338700,0.0,0.0,2024-10-09,1mo,1d
2024-09-24 00:00:00-04:00,93.33999633789062,93.79000091552734,92.45999908447266,93.69000244140625,93.69000244140625,7860300,0.0,0.0,2024-10-09,1mo,1d
2024-09-25 00:00:00-04:00,93.63999938964844,94.44000244140625,93.3499984741211,93.91999816894531,93.91999816894531,8408200,0.0,0.0,2024-10-09,1mo,1d
2024-09-26 00:00:00-04:00,94.45999908447266,95.79000091552734,94.18000030517578,95.19999694824219,95.19999694824219,10061600,0.0,0.0,2024-10-09,1mo,1d
2024-09-27 00:00:00-04:00,95.48999786376953,96.9000015258789,95.27999877929688,96.01000213623047,96.01000213623047,10155400,0.0,0.0,2024-10-09,1mo,1d
2024-09-30 00:00:00-04:00,96.8499984741211,97.56999969482422,95.44000244140625,96.19000244140625,96.19000244140625,7982300,0.0,0.0,2024-10-09,1mo,1d
2024-10-01 00:00:00-04:00,95.19000244140625,95.8499984741211,93.31999969482422,94.05000305175781,94.05000305175781,10099200,0.0,0.0,2024-10-09,1mo,1d
2024-10-02 00:00:00-04:00,93.58999633789062,94.58000183105469,93.58999633789062,94.1500015258789,94.1500015258789,6144200,0.0,0.0,2024-10-09,1mo,1d
2024-10-03 00:00:00-04:00,93.61000061035156,94.08999633789062,93.12999725341797,93.62999725341797,93.62999725341797,6180300,0.0,0.0,2024-10-09,1mo,1d
2024-10-04 00:00:00-04:00,94.30000305175781,95.33999633789062,93.88999938964844,95.1500015258789,95.1500015258789,6308900,0.0,0.0,2024-10-09,1mo,1d
2024-10-07 00:00:00-04:00,95.08999633789062,95.13999938964844,91.76000213623047,92.38999938964844,92.38999938964844,11043600,0.0,0.0,2024-10-09,1mo,1d
2024-10-08 00:00:00-04:00,92.5199966430664,93.73999786376953,91.69000244140625,92.51000213623047,92.51000213623047,10209100,0.0,0.0,2024-10-09,1mo,1d
2024-10-09 00:00:00-04:00,91.86000061035156,94.01000213623047,91.45999908447266,93.5999984741211,93.5999984741211,8650000,0.0,0.0,2024-10-09,1mo,1d
